"Nome","title","publishedAt","video_id","views"
"Thaeme","Meu dia-a-dia | Meus Snaps",2016-08-05,"Dd6P2VoDw5Q",3731
"Thaeme","Os bastidores da estrada comigo! | Meus Snaps",2016-07-20,"P1Ub3fxN_lI",17269
"Thaeme","Thaeme se desepera no estilingue humano | Diário de Bordo | Férias 2017",2017-01-24,"wpEiwLxQNH8",3523
"Thaeme","Diário de Bordo | Férias 2017 | Busch Gardens",2017-01-23,"Xi4iU6F-zfg",2473
"Thaeme","Diário de Bordo | Férias 2017 | iFly, Sling Shot, StarFlyer e Aline Barros",2017-01-24,"-Ut3ZTlT4VI",1071
"Thaeme","Diário de Bordo | Férias 2017 | Sea World",2017-01-19,"NkNWnAJ3_C4",1608
"Thaeme","Diário de Bordo | Férias 2017 | Universal Island of Adventure e Universal Studios",2017-01-26,"wXJD3lNi2SE",665
"Thaeme","Diário de Bordo | Férias 2017 | Magic Kingdon e Hollywood Studios",2017-01-26,"YG6atKiIgYA",1143
"Fernanda Costa","Fernanda Costa part.Bruno & Marrone Dependente Desse Amor",2015-04-16,"E86xnvYXFr4",76970
"Fernanda Costa","Fernanda Costa - Pretexto (Clipe Oficial)",2015-06-02,"6jU2uJguLDo",57163
"Fernanda Costa","Fernanda Costa com Fabiano Cesa menote & Fabiano",2016-01-23,"MwnsBo1gyFM",1436
"Fernanda Costa","Fernanda Costa e B&M verão sertanejo 2015",2016-01-23,"WAQQBqe9TS8",1172
"Fernanda Costa","Fernanda Costa isso cê num conta com Bruno do BeM",2016-01-23,"agcjQoQxqBw",1508
"Fernanda Costa","Fernanda costa e B&M Verão sertanejo 2016  part-01",2016-01-22,"QNxP6G918xk",386
"Fernanda Costa","Fernanda Costa carnaval 2011",2016-01-23,"kvHe9Aylyks",237
"Fernanda Costa","Fernanda Costa e B&M verão sertanejo 2016  part-2",2016-01-23,"ND8Me82dnxs",181
"Fernanda Costa","Fernanda Costa - Chame o Juiz (DVD Tempo Contado)",2017-01-27,"hfpYtYTan8U",7054368
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #32",2017-02-01,"FaGLd_pBRPE",316
"Fernanda Costa","Fernanda Costa - DVD Tempo Contado (Teaser)",2017-01-20,"IAtjVHODjHc",27034
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #20",2017-02-01,"QTWWhUT1aCI",306
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #7",2017-02-01,"pN7o0NQgzRE",137
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #27",2017-02-01,"j6uQYuPITJM",620
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #17",2017-02-01,"n8gIQfmufYI",271
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #23",2017-02-01,"nf3VMzyxBms",132
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #31",2017-02-01,"5kCaUC6H55k",508
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #29",2017-02-01,"UNV7N5GHfdI",346
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #21",2017-02-01,"3dzLPx6rSDI",150
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #3",2017-02-01,"PQMEtCOlmt8",240
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #30",2017-02-01,"pytLiizxjkc",226
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #2",2017-02-01,"QfV-KX-d5SU",342
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #9",2017-02-01,"fjB0PEZqMNQ",127
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #4",2017-02-01,"ii4Hija-nBU",275
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #1",2017-02-01,"Q37OIQgbxXM",834
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #5",2017-02-01,"bwkxq551q7Q",149
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #28",2017-02-01,"cyYJWDy_uNw",123
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #35",2017-02-01,"xwzBnHOrrRE",232
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #8",2017-02-01,"CtWrSsEMBG8",97
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #12",2017-02-01,"UYDjIAj7yGE",64
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #11",2017-02-01,"aqvwAjCCrZU",97
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #15",2017-02-01,"nsSOu3Hej7Y",142
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #33",2017-02-01,"3YBMWdjGviA",86
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #13",2017-02-01,"iQbz223TBF0",97
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #18",2017-02-01,"wN-Gp0RgneA",89
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #14",2017-02-01,"gs-QhJPT2CU",82
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #24",2017-02-01,"_gaGK9SJAH8",131
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #6",2017-02-01,"EBnbzkhff0U",189
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #34",2017-02-01,"gmsGHh8hiVY",124
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #16",2017-02-01,"ZIh8P9jZr9Q",105
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #10",2017-02-01,"Aw5J9WLYCg0",101
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #19",2017-02-01,"NMM8AA-r4Bk",80
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #25",2017-02-01,"EPrug78_wfc",145
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #22",2017-02-01,"_R1D6bikrDI",126
"Fernanda Costa","Vídeo de Fã - Chame o Juiz #26",2017-02-01,"TGZJFrI98XQ",284
"Lais","Laís - Falando às Paredes",2012-08-27,"rgJMwiBhlGU",579216
"Lais","Laís - Pra Sempre Não é Nunca Mais",2012-07-02,"PJGiK4GunWQ",216457
"Lais","Laís - Majestade, O Sabiá",2012-10-29,"U5YATShVVE8",185245
"Lais","Laís - Alone (Cover)",2012-08-27,"R_WPiwNvcbo",122831
"Lais","Laís - Amor Sem Preço",2012-07-07,"iS-pLZc8ZYg",224345
"Lais","Laís - Tempo",2012-07-03,"Sh3xjncjUYQ",109997
"Lais","Laís - Sem Resposta",2012-07-05,"wFFZAE8fL3A",72921
"Lais","Laís - Tô Mal",2012-06-08,"LcjYW_BsCwU",64680
"Lais","Laís - Volta Comigo",2012-06-10,"Ib8P4CoQltI",182217
"Lais","Laís - Para Não Para",2012-10-29,"CoSS5V1YJl4",33111
"Lais","Laís - Para Não Para",2012-07-11,"uVwc3xPsQKs",60410
"Lais","Laís - Chega de Palpite",2012-07-04,"9U1C06g82Mg",46390
"Lais","Laís - Aparências Enganam",2012-07-08,"9jCpwuw8_XQ",58081
"Lais","Laís - Mistério do Amor",2012-07-09,"lkdgbxLGp3k",126883
"Lais","Laís - Para Não Para",2012-05-31,"rTFzx8xYr5A",75180
"Lais","Laís - Oh Menino",2012-07-09,"jWVp9V96WZ4",34904
"Lais","Laís - Eu So Queria Te Amar (Corre)",2013-09-23,"DG9rXIvwzsg",5985972
"Lais","Laís - Dindon Dindon - Coletânea Som Livre - Natal em Familia",2013-11-19,"MRytz_vm3zc",113879
"Lais","Laís - Minha Estrela Perdida",2014-02-10,"k9gxnFpRKss",1062080
"Lais","Laís e Gusttavo Lima - 3 Horas da Manhã (Lyric Vídeo)",2014-05-12,"n-8lSrldZqg",999306
"Lais","Laís - Tô Mal",2014-03-10,"Wbk2uhdBH00",612762
"Lais","Laís - Caminheiro",2014-02-24,"OB0QNMTy0KU",172833
"Lais","Laís - I Knew You Were Trouble  ( Taylor Swift )",2014-03-19,"FeanrcegZL0",82845
"Lais","Laís - When Love Takes Over",2014-02-17,"We9sR2QgbBM",95468
"Lais","Laís - Logo Eu ( Jorge & Mateus )",2015-02-09,"ZtPWdLlVmgE",389582
"Lais","Laís e Bruno & Marrone - Eu Ainda Te Amo",2015-09-01,"nwN3PTz9O70",470914
"Lais","Laís - Saudade Bandida (Zeze di Camargo e Luciano - Cover)",2015-03-17,"_mT8okdl15k",333532
"Lais","Laís - Eu Só Queria Te Amar - Miss São Paulo 2015",2015-06-08,"UI8DoZumyDo",338506
"Lais","Eu só Queria Te Amar - ( Tema da Novela Mil e Uma Noites )",2015-03-05,"dIoa-F9lMkc",456502
"Lais","Laís - Estrada da Vida - Homenagem a José Rico - DVD Hospital do Câncer de Barretos",2015-11-24,"9Hxu5-5qqA4",96061
"Lais","Laís - Try ( Pink )",2015-03-31,"8reC1CPfKC4",74691
"Lais","Laís - Rude ( Magic )",2015-02-24,"ZRJ4ofHHFI0",110316
"Lais","Laís - Saudade Bandida -  Show ""Mil e Uma Noites"" -  Band TV",2015-05-26,"WoVIL_qYmzU",56029
"Lais","Laís - Jornal da Noite - Band - Tema de ""Mil e Uma Noites""",2015-03-07,"V79G2UfqCJg",50668
"Lais","Laís - Teaser de Divulgação",2015-04-06,"TuSnAmJSMx4",34528
"Lais","Laís - 02 DE JULHO no Villa Country",2015-06-15,"FTq3c9mN074",24967
"Lais","Laís - Temporal de amor ( Leonardo )",2016-01-25,"qsB7v55aaGo",128545
"Lais","Laís - Cabecinha no Ombro",2016-03-15,"rdxPiY89uRY",13264
"Lais","Laís - Time After Time ( Cyndi Lauper )",2016-02-22,"J3Mb3NJwv34",45060
"Suellen Santos","SUELLEN SANTTOS - FAVORITA (VIDEO CLIPE OFICIAL)",2012-06-26,"5uKY8UUt4NY",774567
"Suellen Santos","Suellen Santtos - Em Madri",2012-08-10,"h9fmYWo8sSY",14108
"Suellen Santos","DVD Suellen Santtos - Sou Toda Amor",2013-05-02,"U8qJ5NA5ub8",480794
"Suellen Santos","DVD Suellen Santtos - Coração Pequeno",2013-04-17,"ywgs5E5Y28o",177295
"Suellen Santos","DVD Suellen Santtos - Eu Gosto de Você",2013-08-30,"b2smycT1VPo",18956
"Suellen Santos","Suellen Santtos - Te Quiero (Clipe Oficial) - #TeQuiero",2014-09-08,"WSMVzobUl0U",56097
"Suellen Santos","Suellen Santtos - Tome Amor (official video clipe)",2014-02-07,"8KRuGp0Fs3c",50349
"Suellen Santos","Suellen Santtos - Te Quiero (Teaser)",2014-11-27,"iJ6_H7GNgDI",297153
"Suellen Santos","Suellen Santtos - Universo Paralelo",2015-04-01,"6m4dzJdiLe4",4224
"Suellen Santos","Suellen Santtos - Ela Vai de Camarote - Lyric",2016-05-23,"R4fJeVOCmfY",9339
"Suellen Santos","Suellen Santtos - Olhar Bandido",2016-10-28,"W-ktroUKw2o",11895
"Suellen Santos","Suellen Santtos - Rainhas da Balada",2016-10-25,"CDy456-qC38",3966
"Suellen Santos","Suellen Santtos - Pra Que?",2016-10-27,"fNv8A6BL87s",896
"Suellen Santos","Suellen Santtos - Aposta Aí",2016-10-26,"3CG4SNU5t9U",6203
"Suellen Santos","Suellen Santtos - Escolhi Esperar",2016-10-24,"dAg89cL407Y",255
"Tuta Guedes","Tuta Guedes - Vai chorar como eu",2011-06-11,"WZF-9MKcm3M",75781
"Tuta Guedes","Tutta Guedes - Vai Chorar Como Eu ( Teaser )",2011-03-21,"3Qennhoqo2s",2335
"Tuta Guedes","Tuta Guedes - Onde Está",2012-07-28,"f1aMXsfPiTQ",104304
"Tuta Guedes","TUTA GUEDES - TEST DRIVE (Gravado na Times Square - Nova York)",2012-10-31,"NZX6otA7RvU",50184
"Tuta Guedes","TUTA GUEDES - HOJE EU VOU CAUSAR - Ao Vivo na Estância Alto da Serra/ SP",2012-09-26,"oma0xpb2AIM",44881
"Tuta Guedes","Tuta Guedes - Para Para part. Hugo e Tiago (DVD OFICIAL)",2013-07-06,"TaSJqoAhqAk",709777
"Tuta Guedes","Tuta Guedes - Luar do Sertão part. Sergio Reis (DVD Oficial)",2013-06-03,"dGYWQXV7aQs",58357
"Tuta Guedes","Tuta Guedes em entrevista no programa Mara em Destak da TV Geração Z | 29/11/2013",2013-12-18,"Ad-k8OPtmSI",650
"Tuta Guedes","Tuta Guedes - Vídeo Turnê 2013",2013-04-11,"IC9D2GyNLfc",3147
"Tuta Guedes","Coromandel (MG) canta o sucesso ""Para Para"" da cantora Tuta Guedes",2013-10-23,"3J08V2xuRqE",494
"Tuta Guedes","Mogi Mirim (SP) canta com Tuta Guedes o sucesso ""Para Para""",2013-10-23,"NPT7ZVqzF10",538
"Tuta Guedes","Tuta guedes é entrevistada no Programa Ferretti Jr. | 31/10/13",2013-12-18,"ntHF2hTa9yk",213
"Tuta Guedes","Tuta Guedes part. Israel e Rodolffo - O Motivo é Você (DVD Oficial)",2014-01-17,"pP30rPYccng",955991
"Tuta Guedes","Tuta Guedes - Vem me ver (Lyric Oficial)",2014-10-21,"6-aTy3o5aQE",220061
"Tuta Guedes","Tuta Guedes - Se eu Te Pego Oh (DVD OFICIAL)",2014-08-13,"OD5F1hFDBZM",36627
"Tuta Guedes","Tuta Guedes - O Motivo é Você (Acústico) - Clipe Oficial",2014-07-24,"1CJ-hTcn5cU",64504
"Tuta Guedes","Tuta Guedes - Ai ai neném (DVD OFICIAL)",2014-08-13,"BV3Wb3dt1_0",9676
"Tuta Guedes","Tuta Guedes - Coração Atômico (DVD OFICIAL)",2014-08-13,"_zrncdQhmh0",4727
"Tuta Guedes","Tuta Guedes - Onde Está (DVD OFICIAL)",2014-08-13,"eACt1MV7V1M",6187
"Tuta Guedes","Tuta Guedes - Como Num Filme (DVD OFICIAL)",2014-08-13,"lhLXfMyIL3g",13461
"Tuta Guedes","Tuta Guedes - Outras Vidas (DVD OFICIAL)",2014-08-13,"x-hMdrXXrZg",11225
"Tuta Guedes","Tuta Guedes - Vem Cá (DVD OFICIAL)",2014-08-13,"Bn751ZYI9cI",4686
"Tuta Guedes","Tuta Guedes - Enrola (DVD OFICIAL)",2014-08-13,"Zn_DSiHw3RU",6330
"Tuta Guedes","Tuta Guedes - Você Jamais vai Morrer em Mim - Part. George Israel",2014-07-25,"_dXIMBokGXY",11377
"Tuta Guedes","Tuta Guedes - Anjinho da Guarda (DVD OFICIAL)",2014-08-13,"PO4lDQBPmh8",6710
"Tuta Guedes","Tuta Guedes - Eu Ri (DVD OFICIAL)",2014-08-13,"YD9TjNmi99k",5023
"Tuta Guedes","Tuta Guedes - Test Drive (DVD OFICIAL)",2014-08-13,"1V1LlaZo0pg",3446
"Tuta Guedes","Tuta Guedes - Me Adora (DVD OFICIAL)",2014-08-13,"37PspvALnHg",5835
"Tuta Guedes","Tuta Guedes - Hoje Eu Vou Causar (DVD OFICIAL)",2014-08-13,"DrrXD0lsi_8",4220
"Tuta Guedes","Tuta Guedes - Espelhos d'água (DVD OFICIAL)",2014-08-13,"rlUrCGkhbRE",3847
"Tuta Guedes","Tuta Guedes e Fernando Zor - Domingo de manhã",2014-06-17,"16dqCQ3qutg",5285
"Tuta Guedes","Tuta Guedes na Rádio Studio FM - Jaraguá do Sul/SC",2014-06-30,"pBuqzJTn7D0",371
"Tuta Guedes","Tuta Guedes no programa Studio Sertanejo",2014-06-30,"PVhbH3On5sQ",393
"Tuta Guedes","Tuta Guedes - Se for pra ser volta (DVD OFICIAL)",2014-08-13,"nL21xSbjrVQ",6880
"Tuta Guedes","Tuta Guedes - Cabecinha no Ombro - O Motivo é... cantar",2014-09-18,"YD9vWc3qdKw",3857
"Tuta Guedes","Tuta Guedes - Vídeo Promo 2014",2014-07-15,"Tm-BuWo7PMA",586
"Tuta Guedes","Tuta Guedes - Programa Bom Dia Campo",2014-06-25,"0x6yF8_UzH0",369
"Tuta Guedes","Teaser 01  - Tuta Guedes - O Motivo é Cantar",2014-09-17,"ymXaItAYOio",382
"Tuta Guedes","Tuta Guedes - Vem me ver (CLIPE OFICIAL)",2015-06-10,"kYLic8gY6DI",85113
"Tuta Guedes","Tuta Guedes - Na medida (Oficial)",2015-04-15,"_Iy-6TKo2fQ",19357
"Tuta Guedes","Tuta Guedes - Fogão de lenha (O MOTIVO É CANTAR)",2015-05-07,"pWFgczH19u8",29300
"Tuta Guedes","Tuta Guedes - Alô, Liberdade (Single)",2015-11-05,"YXtZeMf1eJY",26867
"Tuta Guedes","Tuta Guedes - Ausência / Bijuteria (O MOTIVO É CANTAR)",2015-08-06,"sb5Zf7I22ko",8372
"Tuta Guedes","TUTA GUEDES  - ALÔ, LIBERDADE (Lyric Oficial)",2015-12-04,"hRReLe5fJXs",4905
"Tuta Guedes","Tuta Guedes - OBDC (Obedece)",2015-03-06,"nsghrIO8pd0",2235
"Tuta Guedes","""O Motivo é Cantar"" - Página de Amigos",2015-03-23,"_1pJQVM1khk",3349
"Tuta Guedes","TUTA GUEDES - Série ""Alô, Liberdade"" - MARIANA",2015-12-03,"iSCD4aqdky0",424
"Tuta Guedes","Tuta Guedes - Eu Descobri (Vídeo Clipe Oficial)",2016-04-14,"HOVI9_0-Hlk",693153
"Tuta Guedes","Paparaí – Tuta Guedes – Wood's Balneário Camboriú",2016-02-05,"fBkDnL8D21k",6124
"Tuta Guedes","Voce não sabe – Tuta Guedes",2016-01-23,"X6B_BakgimA",18380
"Tuta Guedes","Tuta Guedes - Vem Me Ver (Acústico)",2016-03-22,"HH4eumpzHy8",1023
"Tuta Guedes","Te Amei – Tuta Guedes",2016-01-23,"Swd_HQgXIrM",4189
"Tuta Guedes","Quer saber – Tuta Guedes",2016-01-23,"tchmBoYnDCU",2136
"Tuta Guedes","Sou Capaz - Tuta Guedes",2016-10-13,"r4BAbS5G6xE",685
"Tuta Guedes","Paparai - a Nova Música de Trabalho de Tuta Guedes",2016-11-23,"yEJIRXNmh08",920
"Tuta Guedes","Não Dou , Não Dou - Tuta Guedes",2016-10-13,"RCjNRIyTIgE",876
"Tuta Guedes","Tuta Guedes - Se Eu Te Pego Oh",2016-03-31,"okeFe7Pqykw",777
"Tuta Guedes","Mal De Amor - Tuta Guedes",2016-10-13,"DXEEDaKYcjY",191
"Tuta Guedes","Mas Mente - Tuta Guedes",2016-10-13,"Gr1bLmEu_fw",282
"Tuta Guedes","Tuta Guedes - Telefone Mudo",2016-03-10,"lo4BnBxuLq0",471
"Tuta Guedes","AS MELHORES DA GALERA DO CHAPÉU",2016-11-21,"cQBVL-OGQG4",270
"Tuta Guedes","Canto Livre - Tuta Guedes",2016-10-13,"u33_uol-AWQ",209
"Tuta Guedes","Tuta Guedes e Pedro Leonardo - Saudade da Minha Terra",2016-03-14,"sqKoLLD0i1I",661
"Tuta Guedes","Tuta Guedes - O Motivo é você",2016-03-09,"sS3hJLwOmFQ",622
"Tuta Guedes","Trem Bala - Ana Vilela // Cover Tuta Guedes",2017-04-12,"E_vFvHB5yso",359
